Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency,Forecast max,Forecast min,Confidence Level,Volatility
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTP,80,69.71,65.12,84.76,76.44,98.1,0.05
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTPS,72.89,69.71,65.12,76.09,69.57,97.07,0.38
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TCP,81.98,69.71,65.12,85.78,77.11,96.43,0.06
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,ICMP,51.4,69.71,65.12,53.86,49.44,97.1,0.76
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TWAMP,70.15,69.71,65.12,73.42,66.94,97.13,0.44
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,UDP,61.85,69.71,65.12,64.21,58.92,99.6,0.26
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTP,70.44,61.18,61.4,73.77,66.67,95.56,0.74
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTPS,73.82,61.18,61.4,77.64,70.35,97.52,0.73
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TCP,54.5,61.18,61.4,57.39,51.92,98.25,0.38
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,ICMP,60.51,61.18,61.4,62.83,58.03,98.19,0.5
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TWAMP,60.4,61.18,61.4,63.05,57.43,97.79,0.2
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,UDP,47.44,61.18,61.4,49.4,44.33,97.69,0.85
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTP,77.06,61.61,61.4,81.27,73.19,99.22,0.69
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTPS,84.23,61.61,61.4,88.58,80.67,97.61,0.53
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TCP,69.02,61.61,61.4,72.8,65.19,97.8,0.69
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,ICMP,50.69,61.61,61.4,53.2,47.61,96.51,0.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TWAMP,56.48,61.61,61.4,59.03,53.1,99.21,0.64
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,UDP,32.19,61.61,61.4,34.41,30.14,95.03,0.89
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTP,79.05,63.71,63.82,83.63,74.84,97.82,0
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTPS,87.55,63.71,63.82,92.01,83.17,97.83,0.99
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TCP,54.78,63.71,63.82,57.13,52.33,96.08,0.93
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,ICMP,45.68,63.71,63.82,47.19,43.97,99.02,0.25
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TWAMP,52.52,63.71,63.82,55.19,49.8,97.29,0.23
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,UDP,62.66,63.71,63.82,66.34,60.2,99.05,0.75
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTP,69.5,63.94,63.82,72.77,65.94,96.93,0.01
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTPS,90.54,63.94,63.82,95.68,85.96,98.55,0.79
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TCP,66.35,63.94,63.82,70.43,63.78,98.51,0.9
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,ICMP,45.09,63.94,63.82,46.87,43.22,97.5,0.03
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TWAMP,51.65,63.94,63.82,54.02,49.78,98.63,0.16
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,UDP,60.48,63.94,63.82,63.36,57.21,97.53,0.41
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTP,78.79,72.11,65.4,82.23,75.07,95.5,0.24
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTPS,93.26,72.11,65.4,98.71,88.09,95.08,0.99
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TCP,85.57,72.11,65.4,89.32,80.65,99.57,0.02
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,ICMP,56.97,72.11,65.4,59.23,54.62,95.49,0.43
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TWAMP,74.74,72.11,65.4,78.87,71.68,99.69,0.88
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,UDP,43.32,72.11,65.4,44.69,41.52,97.18,0.29
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTP,80.4,58.69,65.4,84.25,76.62,96.99,0.49
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTPS,95.22,58.69,65.4,100.19,89.82,98.81,0.95
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TCP,60.47,58.69,65.4,63.25,57.41,99.35,0.11
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,ICMP,39.74,58.69,65.4,41.27,38.21,96.89,1
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TWAMP,49.19,58.69,65.4,52.27,47.52,95.13,0.59
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,UDP,27.11,58.69,65.4,28.08,26.22,99.14,0.89
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTP,75.44,64,66.1,79.74,71.87,98.99,0.9
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTPS,85.45,64,66.1,90.32,81.82,97.38,0.66
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TCP,55.86,64,66.1,59.36,53.69,96.22,0.65
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,ICMP,54.15,64,66.1,57.02,52.19,98.08,0.25
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TWAMP,70.38,64,66.1,73.78,66.22,98.12,0.6
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,UDP,42.71,64,66.1,45.33,41.29,99.98,0.51
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTP,66.41,68.19,66.1,70.29,63.23,97.42,0.57
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTPS,83.29,68.19,66.1,87.3,78.48,95.05,0.54
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TCP,79.26,68.19,66.1,82.98,75.3,98.78,0.82
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,ICMP,57.97,68.19,66.1,61.29,55.32,98.76,0.76
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TWAMP,66.27,68.19,66.1,69.64,62.98,99,0.06
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,UDP,55.97,68.19,66.1,59.43,53.15,98.8,0.72
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTP,74.16,64.95,65.26,77.48,69.76,98.9,0.88
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTPS,95.85,64.95,65.26,100.26,91.53,97.95,0.53
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TCP,83.46,64.95,65.26,88.18,79.12,97.44,0.29
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,ICMP,47.42,64.95,65.26,50.29,45.6,95.96,0.14
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TWAMP,57.61,64.95,65.26,60.15,54.2,97.16,0.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,UDP,31.19,64.95,65.26,33.34,29.11,98.17,0.46
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTP,77.24,65.56,65.26,81.58,73.51,96.54,0.68
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTPS,96.36,65.56,65.26,101.72,92.19,98.83,0.51
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TCP,72.19,65.56,65.26,75.85,68.96,95.59,0.61
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,ICMP,45.3,65.56,65.26,46.79,43.05,99.02,0.98
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TWAMP,59.23,65.56,65.26,61.47,56.72,95.02,0.64
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,UDP,43.06,65.56,65.26,45.15,40.4,98.14,0.71
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTP,74.22,64.84,64.65,77.96,70.32,95.03,0.25
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTPS,82.93,64.84,64.65,86.76,78.2,95.43,0.89
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TCP,82.88,64.84,64.65,86.34,77.99,97.22,0.41
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,ICMP,41.75,64.84,64.65,43.96,39.96,96.44,0.59
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TWAMP,51.37,64.84,64.65,54.56,49.47,95.5,0.47
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,UDP,55.91,64.84,64.65,58.11,53.14,97.3,0.83
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTP,76.43,64.45,64.65,80.1,71.91,96.86,0.62
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTPS,81.58,64.45,64.65,85.93,77.06,96.42,0.78
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TCP,65.44,64.45,64.65,67.92,62.65,96.25,0.55
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,ICMP,41.89,64.45,64.65,43.75,39.25,98.15,0.68
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TWAMP,69.2,64.45,64.65,73.24,65.51,96.11,0.78
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,UDP,52.15,64.45,64.65,55.23,50.13,99.85,0.38
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTP,67.93,60.74,60.05,71.58,64.01,95.37,0.68
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTPS,71.25,60.74,60.05,75.33,68.21,98.67,0.67
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TCP,78.61,60.74,60.05,82.9,75.39,98.04,0.12
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,ICMP,40.21,60.74,60.05,42.55,38.75,98.59,0.1
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TWAMP,47.57,60.74,60.05,50.63,44.42,98.46,0.75
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,UDP,58.87,60.74,60.05,62.47,55.83,99.74,0.09
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTP,66.93,59.36,60.05,69.7,63.97,95.44,0.8
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTPS,80.62,59.36,60.05,84,76.71,98.11,0.87
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TCP,57.3,59.36,60.05,60.58,54.83,95.01,0.34
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,ICMP,45.06,59.36,60.05,46.9,42.4,96.06,0.76
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TWAMP,59.31,59.36,60.05,61.59,56.18,98.88,0.69
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,UDP,46.92,59.36,60.05,49.98,45.28,98.77,0.52
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTP,73.83,67.2,62.09,76.89,69.81,97.09,0.79
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTPS,74.99,67.2,62.09,78.96,71.44,99.4,0.66
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TCP,74.37,67.2,62.09,77.37,70.7,96.88,0.36
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,ICMP,46.2,67.2,62.09,49.06,43.29,95.93,0.38
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TWAMP,73.07,67.2,62.09,76.99,68.69,96.9,0.87
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,UDP,60.75,67.2,62.09,64.53,58.13,97.75,0.16
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTP,69.06,56.99,62.09,72.45,65.6,95.45,0.3
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTPS,82.74,56.99,62.09,87.39,78.39,96.72,0.58
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TCP,58.16,56.99,62.09,60.5,54.65,99.06,0.96
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,ICMP,56.86,56.99,62.09,59.2,54.33,95.13,0.38
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TWAMP,48.68,56.99,62.09,50.55,46.14,97.12,0.54
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,UDP,26.41,56.99,62.09,27.77,24.29,95.78,0.79
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTP,67.65,66.53,68.67,71.27,63.94,99.31,0.73
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTPS,79.19,66.53,68.67,83.02,74.76,96.21,0.26
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TCP,81.1,66.53,68.67,85.93,76.57,95.78,0.22
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,ICMP,57.93,66.53,68.67,61.26,54.24,98.72,0.14
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TWAMP,55.46,66.53,68.67,57.81,52.22,95.63,0.24
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,UDP,57.86,66.53,68.67,61.55,54.86,98.21,0.24
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,HTTP,74.2,70.8,68.67,77.55,69.88,95.6,0
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,HTTPS,94.75,70.8,68.67,98.78,89.8,97.04,0.41
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,TCP,82.62,70.8,68.67,87.02,78.68,99.49,0.11
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,ICMP,41.44,70.8,68.67,43.49,38.63,96.98,0.46
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,TWAMP,72.66,70.8,68.67,76.03,69.14,98.74,0.84
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,UDP,59.13,70.8,68.67,61.55,55.89,97.83,0.07
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,HTTP,78.26,63.71,61.71,82.97,73.57,97.1,0.57
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,HTTPS,85.62,63.71,61.71,89.14,81.37,99.24,0.92
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,TCP,53.56,63.71,61.71,56.52,51.47,97.3,0.24
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,ICMP,40.31,63.71,61.71,42.55,38.06,98.55,0.79
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,TWAMP,66.84,63.71,61.71,70.55,63.91,95.62,0.88
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,UDP,57.66,63.71,61.71,61.1,55.17,97.14,0.11
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,HTTP,72.11,59.7,61.71,75.4,68.66,97.74,0.49
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,HTTPS,96.02,59.7,61.71,100.73,91.36,95.01,0.07
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,TCP,66.47,59.7,61.71,69.63,63.5,98.81,0.84
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,ICMP,49.44,59.7,61.71,52.01,46.22,95.19,0.64
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,TWAMP,48.59,59.7,61.71,50.89,46.3,97.73,0.66
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,UDP,25.59,59.7,61.71,26.62,24.76,95.18,0.06
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,HTTP,73.19,68.98,66.58,76.76,69.84,96.8,0.22
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,HTTPS,82.39,68.98,66.58,85.94,78.51,98.77,0.35
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,TCP,84.27,68.98,66.58,89.24,80.55,99.33,0.62
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,ICMP,61.98,68.98,66.58,65.39,58.6,98.07,0.84
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,TWAMP,52.86,68.98,66.58,56.24,50.95,96.21,0.63
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,UDP,59.18,68.98,66.58,62.28,56.47,99.93,0.77
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,HTTP,68.36,64.18,66.58,72.19,64.78,95.71,0.69
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,HTTPS,90.34,64.18,66.58,95,86.01,97.35,0.59
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,TCP,61.88,64.18,66.58,64.81,59.1,96.85,0.39
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,ICMP,47.7,64.18,66.58,49.74,45.73,96.88,0.3
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,TWAMP,52.93,64.18,66.58,55.23,50,95.02,0.02
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,UDP,63.9,64.18,66.58,66.64,60.48,99.4,0.73
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,HTTP,77.53,65.86,66.35,81.74,73.74,98.19,0.75
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,HTTPS,91.2,65.86,66.35,95.67,86.01,96.79,0.78
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,TCP,79.99,65.86,66.35,84.22,76.49,95.92,0.96
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,ICMP,52.74,65.86,66.35,55.36,50.29,98.01,0.25
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,TWAMP,50.9,65.86,66.35,53.93,48.85,97.48,0.19
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,UDP,42.81,65.86,66.35,44.25,41.42,95.69,0.05
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,HTTP,76.57,66.83,66.35,81,72.84,99.64,0.01
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,HTTPS,93.51,66.83,66.35,98.47,88.56,97.5,0.1
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,TCP,78.46,66.83,66.35,82,74.22,98.86,0.36
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,ICMP,45.72,66.83,66.35,48.22,43.53,97.62,0.74
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,TWAMP,48.97,66.83,66.35,52.1,46.57,99.45,0.54
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,UDP,57.75,66.83,66.35,60.04,54.1,95.63,0.89
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,HTTP,68.55,61.97,62.3,72.51,64.86,98.26,0.21
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,HTTPS,85.42,61.97,62.3,89.99,81.59,99.23,0.02
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,TCP,85.25,61.97,62.3,89.36,80.45,95.22,0.51
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,ICMP,42.23,61.97,62.3,43.83,39.58,96.73,0.94
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,TWAMP,54.48,61.97,62.3,56.58,52.56,99.74,0.98
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,UDP,35.88,61.97,62.3,37.81,34.12,97.64,0.79
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,HTTP,77.46,62.64,62.3,80.83,73.45,96.51,0.17
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,HTTPS,74.12,62.64,62.3,78.04,69.72,99.91,0.79
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,TCP,63.67,62.64,62.3,66.77,60.54,99.12,0.36
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,ICMP,52.87,62.64,62.3,55.42,49.75,95.3,0.11
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,TWAMP,74.81,62.64,62.3,78.71,70.75,98.49,0.54
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,UDP,32.92,62.64,62.3,34.93,30.51,98.32,0.81
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,HTTP,81.64,69.91,66.04,85.18,77.89,97.92,0.09
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,HTTPS,86.81,69.91,66.04,91.39,82.59,99.97,0.24
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,TCP,83.73,69.91,66.04,88.26,79.21,97.87,0.87
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,ICMP,62.33,69.91,66.04,65.68,59.6,98.59,0.18
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,TWAMP,52.08,69.91,66.04,54.36,49.48,96.34,0.73
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,UDP,52.87,69.91,66.04,56.21,49.77,97.06,0.02
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,HTTP,74.97,62.18,66.04,78.5,70.52,97,0.92
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,HTTPS,91.86,62.18,66.04,96.76,86.99,98.73,0.18
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,TCP,58.26,62.18,66.04,61.34,55.15,96.92,0.94
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,ICMP,48.38,62.18,66.04,50.76,46.68,99.67,0.93
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,TWAMP,73.36,62.18,66.04,77.58,69.25,97.94,0.3
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,UDP,26.24,62.18,66.04,28.02,25.66,96.57,0.24
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,HTTP,68.93,60.71,60.93,72.94,65.75,99.95,0.25
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,HTTPS,87.17,60.71,60.93,92.12,82.12,97.68,0.26
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,TCP,68.92,60.71,60.93,71.69,65.94,98.27,0.2
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,ICMP,48.32,60.71,60.93,51.12,45.3,99.31,0.84
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,TWAMP,46.44,60.71,60.93,48.41,43.46,98.06,0.7
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,UDP,44.47,60.71,60.93,46.48,41.52,99.94,0.84
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,HTTP,65.99,61.15,60.93,69.98,62.59,97.79,0.37
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,HTTPS,90.3,61.15,60.93,94.38,86.34,95.74,0.54
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,TCP,65.55,61.15,60.93,68.44,62.21,98.93,0.08
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,ICMP,51.58,61.15,60.93,53.93,49.75,98.53,0.24
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,TWAMP,47.9,61.15,60.93,50.19,45.12,99.57,0.21
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,UDP,45.6,61.15,60.93,47.46,42.56,98.71,0.83
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,HTTP,73.49,64.24,62.85,76.98,69.96,99.23,0.52
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,HTTPS,87.4,64.24,62.85,92.13,83.71,97.99,0.66
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,TCP,60.77,64.24,62.85,63.29,58.39,96.08,0.82
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,ICMP,55.47,64.24,62.85,58.87,52.78,97.96,0.4
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,TWAMP,68.26,64.24,62.85,71.18,65.63,95.22,0.36
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,UDP,40.08,64.24,62.85,41.8,37.47,95.82,0.98
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,HTTP,81.04,61.46,62.85,84.74,76.72,99.46,0.51
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,HTTPS,71.95,61.46,62.85,75.3,68.4,95.07,0.41
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,TCP,85.59,61.46,62.85,90.28,80.54,99.74,0.97
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,ICMP,63.32,61.46,62.85,67.1,59.48,98.8,0.21
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,TWAMP,45.42,61.46,62.85,48.17,42.64,98.78,0.66
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,UDP,21.41,61.46,62.85,22.3,19.86,99.96,0.98
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,HTTP,67.1,62.71,62.02,70.98,64,97.43,0.08
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,HTTPS,78.93,62.71,62.02,82.83,74.37,99.32,0.59
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,TCP,59.97,62.71,62.02,63.25,57.22,97.66,0.93
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,ICMP,61,62.71,62.02,63.79,58.23,97.26,0.7
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,TWAMP,68.39,62.71,62.02,72.31,65.54,98.14,0.01
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,UDP,40.86,62.71,62.02,43.6,38.42,95.74,0.35
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,HTTP,75.19,61.33,62.02,78.92,71.59,99.44,0.41
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,HTTPS,81.55,61.33,62.02,86.35,77.17,95.37,0.75
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,TCP,67.51,61.33,62.02,70.75,64.5,97.22,0.42
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,ICMP,49.1,61.33,62.02,52.06,45.93,95.95,0.22
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,TWAMP,54.02,61.33,62.02,56.71,50.88,97.89,0.24
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,UDP,40.62,61.33,62.02,42.76,37.92,96.57,0.54
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,HTTP,78.94,70.82,69.64,82.8,74.44,98.89,0.16
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,HTTPS,95.76,70.82,69.64,101.03,90.5,99.08,0.51
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,TCP,83.4,70.82,69.64,87.56,78.78,96.31,0.08
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,ICMP,55.96,70.82,69.64,57.99,52.77,96.97,0.9
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,TWAMP,73.32,70.82,69.64,76.81,69.07,95.05,0.23
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,UDP,37.54,70.82,69.64,38.91,36.33,97.64,0.38
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,HTTP,71.38,68.46,69.64,74.52,68.46,99.37,0.52
